Indiana,1831,4
Indiana,1833,47
Indiana,1834,6
Indiana,1835,10
Indiana,1836,51
Indiana,1837,50
Indiana,1838,47
Indiana,1839,24
Indiana,1840,4
Indiana,1841,76
Indiana,1842,106
Indiana,1843,115
Indiana,1844,148
Indiana,1845,206
Indiana,1846,213
Indiana,1847,266
Indiana,1848,386
Indiana,1849,161
Indiana,1850,306
Indiana,1851,156
Indiana,1852,175
Indiana,1853,226
Indiana,1854,374
Indiana,1855,472
Indiana,1856,517
Indiana,1857,453
Indiana,1858,545
Indiana,1859,600
Indiana,1860,640
Indiana,1861,727
Indiana,1862,1103
Indiana,1863,889
Indiana,1864,945
Indiana,1865,836
Indiana,1866,514
Indiana,1867,568
Indiana,1868,563
Indiana,1869,500
Indiana,1870,516
Indiana,1871,149
Indiana,1872,152
Indiana,1873,141
Indiana,1874,207
Indiana,1875,170
Indiana,1876,139
Indiana,1877,115
Indiana,1878,153
Indiana,1879,131
Indiana,1880,127
Indiana,1881,133
Indiana,1882,92
Indiana,1883,101
Indiana,1884,74
Indiana,1885,245
Indiana,1886,322
Indiana,1887,467
Indiana,1888,458
Indiana,1889,485
Indiana,1890,420
Indiana,1891,442
Indiana,1892,443
Indiana,1893,467
Indiana,1894,480
Indiana,1895,472
Indiana,1896,453
Indiana,1897,421
Indiana,1898,548
Indiana,1899,489
Indiana,1900,662
Indiana,1901,735
Indiana,1902,801
Indiana,1903,780
Indiana,1904,898
Indiana,1905,413
Indiana,1906,878
Indiana,1907,787
Indiana,1908,693
Indiana,1909,772
Indiana,1910,769
Indiana,1911,761
Indiana,1912,685
Indiana,1913,824
Indiana,1914,675
Indiana,1915,683
Indiana,1916,721
Indiana,1917,1023
Indiana,1918,1016
Indiana,1919,1025
Indiana,1920,1022
Indiana,1921,1035
Indiana,1922,928
Indiana,total_issues,40627
