Nevada,1863,68
Nevada,1864,311
Nevada,1865,306
Nevada,1866,432
Nevada,1867,614
Nevada,1868,616
Nevada,1869,673
Nevada,1870,654
Nevada,1871,646
Nevada,1872,862
Nevada,1873,1526
Nevada,1874,1318
Nevada,1875,1311
Nevada,1876,1495
Nevada,1877,1183
Nevada,1878,1127
Nevada,1879,1125
Nevada,1880,1131
Nevada,1881,1083
Nevada,1882,844
Nevada,1883,768
Nevada,1884,773
Nevada,1885,771
Nevada,1886,786
Nevada,1887,1018
Nevada,1888,820
Nevada,1889,818
Nevada,1890,818
Nevada,1891,820
Nevada,1892,821
Nevada,1893,822
Nevada,1894,818
Nevada,1895,814
Nevada,1896,820
Nevada,1897,871
Nevada,1898,771
Nevada,1899,865
Nevada,1900,507
Nevada,1901,541
Nevada,1902,568
Nevada,1903,559
Nevada,1904,603
Nevada,1905,609
Nevada,1906,531
Nevada,1907,633
Nevada,1908,1163
Nevada,1909,1157
Nevada,1910,1112
Nevada,1911,1044
Nevada,1912,1064
Nevada,1913,1065
Nevada,1914,1117
Nevada,1915,1068
Nevada,1916,1072
Nevada,1917,1069
Nevada,1918,818
Nevada,1919,762
Nevada,1920,711
Nevada,1921,726
Nevada,1922,678
Nevada,total_issues,50496
