New Jersey,1852,6
New Jersey,1853,53
New Jersey,1854,52
New Jersey,1855,52
New Jersey,1856,52
New Jersey,1857,52
New Jersey,1858,52
New Jersey,1859,53
New Jersey,1860,52
New Jersey,1861,52
New Jersey,1862,52
New Jersey,1863,52
New Jersey,1864,53
New Jersey,1865,52
New Jersey,1866,52
New Jersey,1867,52
New Jersey,1868,52
New Jersey,1869,53
New Jersey,1870,52
New Jersey,1871,52
New Jersey,1872,52
New Jersey,1873,52
New Jersey,1874,53
New Jersey,1875,52
New Jersey,1876,52
New Jersey,1877,52
New Jersey,1878,52
New Jersey,1879,52
New Jersey,1880,53
New Jersey,1881,52
New Jersey,1882,52
New Jersey,1883,52
New Jersey,1884,52
New Jersey,1885,53
New Jersey,1886,52
New Jersey,1887,52
New Jersey,1888,52
New Jersey,1889,309
New Jersey,1890,342
New Jersey,1891,357
New Jersey,1892,355
New Jersey,1893,357
New Jersey,1894,363
New Jersey,1895,358
New Jersey,1896,360
New Jersey,1897,360
New Jersey,1898,357
New Jersey,1899,358
New Jersey,1900,359
New Jersey,1901,358
New Jersey,1902,358
New Jersey,1903,486
New Jersey,1904,584
New Jersey,1905,639
New Jersey,1906,656
New Jersey,1907,358
New Jersey,1908,360
New Jersey,1909,348
New Jersey,1910,352
New Jersey,1911,364
New Jersey,1912,369
New Jersey,1913,357
New Jersey,1914,284
New Jersey,1915,352
New Jersey,1916,359
New Jersey,1917,348
New Jersey,1918,305
New Jersey,1919,305
New Jersey,1920,306
New Jersey,1921,314
New Jersey,1922,310
New Jersey,total_issues,14592
